sts12,sts13,sts14,sts15,sts16,stsb,sick,avg,best-step,best-stsb
65.63382523469473,80.27297564141656,71.45405557077864,80.07199772888121,78.81157270063603,78.48608906506925,67.95258395533511,74.66901427097307,1953,83.68174066781182
64.51864622670634,79.51552204072429,71.15156080329304,80.2637556759801,78.63455004629981,78.45358335448762,68.78397593165687,74.4745134398783,1953,83.54756228339896
64.6851729746381,80.46388077321298,71.3812323127172,80.29386948318417,78.71420370529876,78.42992828124544,68.21936704546522,74.59823636796598,1953,83.68054867410667
65.38563838310971,80.01197510481714,71.3587038692927,79.14578488647943,78.64323128439595,78.61655813876823,67.16874437361197,74.33294800578214,1953,83.56673986201832
64.39345296064619,79.28468634459833,70.95135513033938,79.79653041145039,78.37638257048361,78.3968744024532,68.5153445613092,74.24494662589719,1953,83.51989678387966
65.21091885160708,80.01906023712495,71.32303267175932,80.14522851490116,78.54899991728959,78.3030327236708,67.98199821634607,74.50461016181416,1953,83.50173093504426
64.52119653891334,79.94380604587015,71.39127114193978,80.062595478096,78.68831498882909,78.64426640395294,68.77656525141708,74.57543083557405,1953,83.65220326626923
64.0502754602331,79.51836758901479,71.17082926572238,79.95480522747623,78.72990206198722,78.7587602570754,68.53104784752983,74.38771252986271,1953,83.32750519203343
64.45828658055846,79.63914599736023,71.2395627825555,79.92195759447375,78.58281734733073,78.38614904357776,68.67531647177478,74.41474797394731,1953,83.47800839501097
64.74795831859326,80.31643934071629,71.39992260986213,79.79153364753805,78.69237821738817,78.36871463725045,68.63577504817543,74.56467454564624,1953,83.51715923750646
64.20561858007578,79.85164087024202,71.50734623649589,80.20344947099075,78.67126599263938,78.52721382165689,68.2975598052371,74.4662992539054,1953,83.62664062978672
63.63806166599923,79.49692267868194,70.916472089271,79.09259719018942,78.6450595001012,78.50506051674768,68.92766631506262,74.17454856515045,1953,83.35358795024692
64.49453703200491,80.06301613744846,71.55672025033341,80.31160615244966,78.51599133861916,78.3770883227584,68.23261382790552,74.50736758021708,1953,83.46023873559155
65.8505843291193,80.28516411181602,71.90455731395467,80.14026507742001,79.17549963201354,79.04003927058176,68.39052604504464,74.96951939713571,1953,83.82824770841968
64.86490122676587,80.47631897459611,71.7003318814316,80.20246057855292,78.32172727574364,78.39914770847997,68.25799334871077,74.60326871346868,1953,83.54568665932875
64.27014933850168,79.48917540609591,71.27318443831105,79.38845701498076,79.23623207482825,78.61706140895573,69.15132567768507,74.48936933705122,1953,83.38092533566079
65.85161852748058,80.8659933503296,71.96858004002323,80.41338776539524,78.77062482801985,78.8291702073734,67.35090842853974,74.86432616388024,1953,83.6594007947436
64.64924512202035,79.61468648921681,71.17713083443583,79.1956622287602,78.32895221200613,78.40574244923017,68.5010181653386,74.26749107157256,1953,83.44686523881786
